riddle,choice0,choice1,choice2,choice3,choice4,label
朱 （打成语一）,寡人有疾,歆慕,如卿,书痴,珠玉在侧,4
大圈圈，滚滚圆，肚皮大大浮水面；虚心鼓气善游泳，水中有它很保险。 （打一物）,气球,救生圈,渔网,潜水服,游泳衣,1
此山禁采禁伐·燕尾格 （中药名）,书带草,安石榴,金铃子,邱华栋,含笑花,1
 秀才貌似不庄重 （打一成语）,求全责备,皮里阳秋,沽名钓誉,武无第二,文人相轻,4
骑着毛鲁看唱本 （打一俗语）,敬酒不吃吃罚酒,走着瞧,滚吧,好自为之,看我怎么收拾你,1
乞 （打一成语）,狼狈为奸,耍花招,嫁祸于人,串通一气,勾结,3
华山比武开始 （打一电视剧名）,亮剑,保卫延安,无间道,火蓝刀锋,冲出亚马逊,0
破坏卫生事莫为 （打一成语）,不干不净,阴阳怪气,嚷嚷,胡话,二流子,0
万年青 （蔬菜）,长生乐,君须记,茶笋,春不老,万里香,3
意恐迟迟归 （花卉树木）,石蒜,苹婆,商陆,海红豆,相思子,4
身披黄袍狠妈妈，年纪一大手段辣。 （打一蔬菜）,大蒜,米醋,生姜,干辣椒,陈皮,2
女娲练石 （打一成语）,命中注定,天作之合,欢喜冤家,良配,金童玉女,1
优良传统要保持 （打一俗语四字）,总算,提心吊胆,好不容易,辛辛苦苦,莫名其妙,2
有口不说一句话，无脚能走千里路，能想家人心中事，桩桩件件记清楚。 （打一物）,书信,巴金传,明史通俗演义,如果不遇江少陵,电报,0
热气球升空 （打一成语）,私吞,失窃,不翼而飞,逃之夭夭,凉了半截,2
要猜出此谜，必加提示 （打一成语）,天作之合,好事多磨,半点不由人,命中注定,得到幸福,3
长年走在乡间道 （歌曲名）,黄昏放牛,大哥你好吗,故乡的云,三百六十五里路,天不下雨天不刮风天上有太阳,3
囫囵啃石榴（打一成语）,先苦后甜,行大运,好事多磨,天生富贵,知足常乐,0
人称锦毛鼠 （打一称谓）,叫花子,道士,乞丐,破落户,讨饭,0
提及粘罕，皇上吁嘘 （鲁迅篇目一）,阮籍集,谈金圣叹,流氓的变迁,临终作,骂杀与捧杀,1
得志便猖狂 （中药名）,狼毒,天南星,树妖,木贼,鬼藤,0
诗兴大发·上楼格 （中药名）,感冒灵,双黄连,安乃近,维c银翘片,抗病毒颗粒,0
小小养鱼池 （打成语一）,瓮中捉鳖,逃之夭夭,一网打尽,逮住,化整为零,2
花儿黄又白，八月遍地开。 （打一花卉）,白梅,桂花,十里香,山茶,茉莉,1
一肚子没学问，开口闭口知道，瞧瞧这小家伙，实在真是骄傲。 （动物）,知了,黄雀,蝈蝈,鸟,蝉,4
生在泥塘，洁白不染，身体发胖，心里长眼是什么。 （打一植物）,莲藕,青萝卜,荸荠,茭白,芋艿,0
人才济济 （打一称谓）,未来世界,工程师,博士,美国斯坦福大学,助理教授,2
当头月正中 （聊斋志异篇目）,伙计,叫花子,胖哥,老徐,小二,4
赶制图章 （打一成语）,为时未晚,任重道远,刻不容缓,亡羊补牢,当务之急,2
黑眼圈，黑耳朵，黑色绒衣，白背心，胖胖乎乎真可爱，叫猫叫熊都不对。 （打一动物）,朱鹮,大熊猫,中国国宝,金丝猴,长颈鹿,1
看的人多了 （称谓职务）,表演,舞台剧,银幕,明星,观众,4
黑脑袋，长尾巴，长大换件绿衣裳。 （打一动物）,乌龟,小鸭子,青蛙,狒狒,水獭,2
若烛照数计而龟卜也 （药名）,杜仲,鳖甲,生地黄,石决明,血竭,3
赏心且观跑马戏 （聊斋志异篇目）,妙语连珠,念白,戏术,拉琴,口技,4
头顶四把大枝丫，不结果来不开花。身上布满小白点，爱吃青草就是它。 （打一动物）,丹顶鹤,山羊,狍子,梅花鹿,雪鸡,3
手拿面条待水开 （打一成语）,等而下之,腐儒,沽名钓誉,不乏其人,鄙俗,0
脚底软底靴，口妆白胡须，夜里不睏当巡捕，日里睏了念弥陀。 （打一动物）,猫,狗,喵喵,兔子,小橘,0
玉照看罢怨黄昏 （打一成语）,倾盖如故,不期而遇,相见恨晚,同是天涯沦落人,彼此欣赏,2
过门后殃及邻里 （打一成语）,自食其果,嫁祸于人,混淆是非,居心险恶,掩耳盗铃,1
身披黄袍营养高，热带果王味道好。 （打一水果）,香蕉,菠萝,山竹,榴莲,芒果,4
头上长叉叉，身上开梅花，每天起得早，好舔食盐碱。 （打一动物）,狍子,雪鸡,梅花鹿,山羊,丹顶鹤,2
照书行事 （常言俗语四字）,摆酒,出家人,一切从简,发丧,黄道吉日,2
夕餐秋菊之落英 （花卉树木）,月月红,夜来香,堇菜,水蜡烛,晚饭花,4
聪明玲俐白姑娘，自己动手盖闺房，闺房造得真灵巧，可惜门窗不会造。 （打一动物）,蟾蜍,蜈蚣,蟒,蚌,蚕,4
上树不怕高，下树不怕跌，剃无毛，割无血。 （打一动物）,虫子,蚂蚁,蜘蛛,苍蝇,老鼠,1
不为锦鳞设，只钓王与侯 （水产品）,罗非鱼,龙虾,贻贝,黄鳝,白鲫,0
剃头店应生炉子 （打一成语）,可有可无,如果这样,反倒,不足为奇,理所当然,4
全是公道话 （打一外国小说名）,少女的声音,琴心,子规,清脆悦耳,怯生生,0
古稀一世只身过 （外国名著一）,霍乱时期的爱情,百年孤独,包法利夫人,生命不能承受之轻,战争与和平,1
谁也知他最热心，不欺老少不嫌贫，不怕风吹和雨打，夜夜辛苦伴行人 （交通设施）,电线杆,人行道,路灯,窗户,绿化带,2
一段尾梁粗粗，四根柱子撑住，看见客人来了，骂得一塌糊涂。 （打一动物）,旺财,兔子,狗,巴哥,猫,2
扫雪塞井 （打成语一）,空耗,急于求成,一误再误,不得要领,劳而无功,4
乌金纸，包白矾，够个小孩猜半年。 （打一植物）,莲藕,山药,芋头,荸荠,白萝卜,3
嘴严 （打一成语）,内情,守口如瓶,只字不提,和盘托出,心知肚明,1
高墙高屋通高楼，代代子孙摸夜游。 （打一动物）,臭鼬,狐狸,青蛙,老鼠,兔子,3
此物生的怪，肚下长口袋，宝宝带中养，跳起来真快。 （动物）,北极熊,小海豹,袋鼠,狒狒,树懒,2
小小姑娘上高楼，又涂胭脂又擦油。 （打一物）,火柴,鞭炮,油灯,蜡烛,一根香,3
小红坠儿入青楼 （打成语一）,精神抖擞,匆匆,形容憔悴,两手空空,风尘仆仆,4
林间宿不归 （果品）,红毛丹,菠萝蜜,猫山王,椰子,榴梿,4
朱元璋得道天下 （俗语三字）,旁观者清,装糊涂,按规矩办事,明白人,无利不起早,3
有风不动无风动，不动无风动有风，一年四季它都在，热时有用凉无用。 （打一常见物）,发簪,茶壶,手帕,扇子,玉佩,3
葱叶炒藕 （打一成语）,惝恍,酒色财气,一无牵挂,怅怅,空空洞洞,4
山林里面一老翁，头上白毛蓬松松，飞来飞去不怕累，爱吃果实和小虫。 （打一动物）,伯劳,珠颈斑鸠,白头鹎,麻雀,乌鸫,2
家住大海，走上岸来，太阳一晒，身体变白。 （打一物）,五香粉,蚝油,盐,白糖,味精,2
调羹勺，舀豌豆，中间没有两边有。 （打一中药）,槐花,皂荚,方寸匕,炼蜜,梧桐子,4
迫切求答 （中草药）,破血丹,蛇含草,走马箭,猴姜,急解索,4
打边鼓（打一成语）,含糊其辞,旁敲侧击,避重就轻,套问,挑明,1
四棱子头，扁扁着嘴，腰里长眼，眼里生腿。 （打一物）,钉耙,斧头,大铁锤,镰刀,锯子,1
木要制成模 （打三字成语）,诬陷,罪名,嫁祸于人,不白之冤,莫须有,4
减法误作加法算 （打一成语）,能征惯战,虎狼之师,所向无敌,冲锋陷阵,以一当十,4
打遍天下无敌手 （菊花品种）,所向无敌,不分轩轾,伯仲之间,都胜,半筹,3
头小肚子大，裹件黄青褂，样子像灯泡，能吃不能照。 （打一水果）,香蕉,桔子,梨,无花果,枇杷,2
闪 （四字电影）,小蝌蚪变青蛙,头尾灯鱼,想延安,布谷鸟又叫了,雷雨之前,4
陪着领导去植树 （三字口语）,急于求成,看走眼,吃一堑长一智,栽跟头,自食其果,3
鲁迅诞生一世纪 （打成语一）,多难兴邦,尊重教育,百年树人,求是创新,高山景行,2
工作时间严禁攀谈 （打一成语）,闲言闲语,搬弄是非,说三道四,不入耳,飞短流长,0
歌中尽阿谀 （打一成语）,阿谀奉承,趋炎附势,溜须拍马,虚与委蛇,曲意逢迎,4
尖嘴利爪大翅膀，常在高空缓翱翔，要是看见鸡和兔，下地抓它当食粮。 （打一动物）,金雕,豹,隼,狼,鹰,4
不杀高俅誓不休 （打一成语）,声色俱厉,心中的话,面红过耳,吞吞吐吐,冲口而出,4
身小脑袋大，肚里黑压压，只要拉一下，喊声实在大。 （打一物）,定向地雷,手榴弹,炸药,爆破筒,机枪,1
娘娘一见愁便生 （打一成语）,双管齐下,迎刃而解,后顾之忧,信心,疑虑,2
洛神 （打花名一）,名花,香雪兰,海棠,莲,水仙,4
滚滚黄河东逝水 （打一报刊名）,时髦,流行色,袜子,黑白灰,樱草黄,1
船板硬，船面高。四把桨，慢慢摇。（打一动物名）,鸵鸟,乌龟,狐狸,鳄鱼,青蛙,1
22333 （打一成语）,三三两两,成群结队,人声鼎沸,零零散散,稀稀拉拉,0
白纸扇，绿沿边，会猜的猜到黄昏头，不会猜的猜到五更头。 （打一植物）,萝卜,白菜,莴笋,大葱,茄子,1
别时泪满襟 （打一成语）,反目成仇,闹别扭,各执一词,冰释前嫌,不欢而散,4
孝 （称谓）,师母,伯伯,老头子,太婆,我爹,2
十五口 （打一成语）,窃窃私语,议论纷纷,七嘴八舌,哄笑,交头接耳,2
大人有区别 （打一成语）,实则,一字之差,不足为凭,徒有其名,南辕北辙,1
远看魁星跌斗，近看狮子抢球，下边罗盘摇子，上边五谷登楼。 （打一水果）,樱桃,石榴,草莓,葡萄,红提,3
只有一个地球 （打成语一）,奇男子,威震八方,名满天下,一表非凡,盖世无双,4
小小果子壳儿硬，若想吃它要用锤。 （打一坚果）,花生,松籽,红枣,核桃,南瓜子,3
小小姑娘穿黑衣，秋天去了春天回，房子造在屋檐下，带着剪刀天上飞。 （打一动物）,大雁,夜莺,燕子,喜鹊,白蝴蝶,2
叔叔手中一杆枪，口吐蓝光呼呼响，车问船台显身手，能粘铁来能接钢。 （打一物）,焊枪,割炬,管钳,螺丝刀,电烙铁,0
大势所趋搞改革 （打一成语）,聪明绝顶,涉世未深,年幼无知,少不更事,懵懵懂懂,3
团荷泻露 （中药名）,鹤虱,叶下珠,车前草,小连翘,臭梧桐,1
太公出世 （中药名）,大蒜,干辣椒,生姜,陈皮,米醋,2
叫花不是花，开得白花花，用手摘下来，朵朵能纺纱。 （打一植物）,油菜籽,棉花,豆类作物,小麦,玉米,1
八一晴 （歌曲名）,四季歌,洪湖水浪打浪,红梅赞,翻身道情,九九艳阳天,4
看书不解意 （打一成语）,引申,非驴非马,不求甚解,望文生义,穿凿附会,3
烈焰腾腾近十米 （打一成语）,吹胡子瞪眼,破口大骂,暴跳如雷,气不打一处来,火冒三丈,4
所思则是 （打成语一）,人间尤物,坐怀不乱,香艳,想入非非,神魂颠倒,3
团团圆圆半寸高，又爱风凉又害臊，十八姑娘喜欢我，低下头来弯下腰。 （打一物）,竹筛子,水瓢,笸箩,簸箕,扫帚,3
室内众人皆无言 （打一成语）,在所不辞,赴汤蹈火,出生入死,报答,义无反顾,0
晴空日日无云烟 （歌曲名）,冬季到台北来看雨,明月千里寄相思,天天天蓝,许美静,漫步人生路,2
万紫千红分外娇 （花卉树木）,朱顶红,仙客来,风信子,大丽花,瓜叶菊,3
粉色绒球讨人爱，人若一碰它不开。 （打一植物）,风信子,含羞草,大丽花,夹竹桃,马蹄莲,1
用武力对付敌人 （打一成语）,笔下生花,以文会友,雅俗共赏,诗社,自娱,1
赤膊上阵遭败绩 （打三字口语）,傻劲,拼搏精神,嘴硬心软,不服输,孩子气,3
其人虽已没 （三字电影）,不了情,梦醒时分,痴男怨女,恨爱,无言的结局,0
主妇 （书名）,服装,东方女性,端庄优雅,古典气质,阳刚之美,1
画匠传真马孟起 （打成语一）,笔下超生,来去分明,趋炎附热,宽大为怀,呼牛呼马,0
高楼皆居有钱人 （打一成语）,比比皆是,众多,现如今,花样翻新,层出不穷,4
却嫌脂粉污颜色 （打一成语）,光彩照人,美丽的样子,脱俗,素面朝天,涂脂抹粉,3
咬耳朵 （打俗语四字）,无稽之谈,爆炸性新闻,不胫而走,三人成虎,小道消息,4
此花开尽更无花 （歌曲名）,可怜的秋香,青年进行曲,歌唱二小放牛郎,泪洒姑苏,金琬钗,0
家住深山冷坳，屯屯花船后梢，上秤没四两，能驮千斤肉。 （打一物）,布袜,斗笠,足袋,木屐,草鞋,3
昨夜见军帖，木兰入东市。 （打一成语）,坐收渔利,招兵买马,抢占地盘,东山再起,筹备,1
脚踏两只船（打一成语）,小说情节,三角恋爱,剪不断理还乱,单相思,花心,1
此去泉台招旧部 （打成语一）,闻者足戒,后事之师,血的教训,以史为镜,防患未然,1
秋色从西来 （中药）,石菖蒲,郁金,延胡索,瞿麦,射干,1
一根红线，扯到南崖，不见开花，结个小瓜。 （打一植物）,芋头,红薯,板栗,南瓜,杂粮,1
驾崩 （电视剧名）,千古一帝,雄才大略,改革家,开创盛世,史书,0
红娘子，上高楼。心里疼，眼泪流。 （打一日常用品）,油灯,蜡烛,火柴,一根香,鞭炮,1
在它娘家眉清目秀，嫁到婆家黄皮刮瘦，受不尽的难过，提起来泪脸娇流。 （打一物）,船桨,竹篙,筏子,鱼网,扁担,1
一头牛，两个头，这头喝水那边流。 （打一物）,龙骨车,唧筒,铁锹,辘轳,抽水机,4
巩固持久和平 （小说）,太阳照在桑干河上,吕梁英雄传,高山下的花环,红旗谱,保卫延安,4
绿茎绿叶开绿花，六角六棱六角丫，若要问我真姓名，正宫娘娘是我妈。 （打一花卉）,仙客来,雏菊,茉莉,马蹄莲,栀子花,4
大嘴家伙爱下水，憨厚长相但凶猛。 （打一动物）,河马,老虎,树懒,大象,长颈鹿,0
千山响杜鹃 （中国电影）,水上春秋,风云初记,陕北牧歌,张铁匠的罗曼史,布谷鸟又叫了,4
树上叶，像火焰，霜打红艳艳，采下当书签。 （打一植物）,枫叶,秋色,晚霞,层林尽染,乌桕,0
像鸭水上游，像鸟天上飞，恩爱不分离，总是成双对。 （打一动物）,鹭鸶,鸳鸯,藕花,芙蓉,燕子,1
提起大款不用举 （打一成语）,嫁祸于人,无恶不为,倒行逆施,擢发难数,遗臭,3
肥腿子，尖鼻子。穿裙子，背屋子。（打一动物名）,泥鳅,三角鳊,团鱼,鳖,龟,3
贫道有话 （打一成语）,外强中干,一穷二白,孤家寡人,揭不开锅,赤贫,1
寨主妻（打一成语）,土匪窝,娘子,小村姑,女奴,压寨夫人,4
点点杨花入砚池 （打一成语）,是非颠倒,指鹿为马,混淆黑白,愚不可及,沽名钓誉,2
蝉声断续悲残月 （鸟名）,鸺鹠,说文,尔雅·释兽,寒号虫,禽经,3
武士生来皮肉硬，只把枪弹当蚊蝇，驰骋战斗在沙场，敢于冲进敌军阵 （武器）,装甲战车,高射炮,t-34,机枪,坦克,4
又乘风归去一千山 （打一聊斋志异篇目）,凤仙,木槿,冬青,朝颜,紫叶,0
小小佛珠似血色，圆圆脑袋有光泽。 （打一水果）,枇杷,枣子,葡萄,金橘,石榴,4
了解真相会伤心 （打四字口语）,含糊其辞,挑拨离间,脚踩两只船,勾勾搭搭,不清不楚,4
袖珍葡萄树上挂，紫红果肉甜汁多。 （打一水果）,黑枣,无花果,桑葚,山楂,枇杷,2
容易 （二字电影）,变脸,女老板,一出,耍宝,忍俊不禁,0
输的很窝囊 （动物名）,长颈鹿,海豹,猛犸象,北极熊,阿德利企鹅,3
画中乞巧会天孙 （聊斋志异篇目）,林四娘,刺目劝学,梦狼,田七郎,忠义侠,3
热衷于刘邦之“大风” （歌曲名）,朋友别哭,纤夫的爱,说唱脸谱,向天再借五百年,好汉歌,4
未入灯谜之门 （打一成语）,八面见光,鹿为马,羊落虎口,"一着不慎,满盘皆输",杀鸡吓猴,2
人到暮年知情重 （中国电影）,鸟声,霜信,子规,万籁,晚钟,4
中医配方，放心满意。 （报刊名）,花间一壶酒,同醉,知音,当歌,曲高和寡,2
模样似人树上走，家中没有山里有。 （打一动物）,猴子,老鼠,狒狒,狗熊,狐狸,0
自多情无所获 （外国书名）,茶花女,第十二夜,悲惨世界,驯悍记,爱的徒劳,4
一条细绳软又软，埋在泥里不会烂。 （打一动物）,蚯蚓,泥鳅,青虫,蝌蚪,黄鳝,0
